# Created from matlab git hash 23998a2ad3b03124e7bddb615f9834a5ccd2ca3a
# name: foo
# type: matrix
# rows: 3
# columns: 3
0 0 1
0 1.732050807568877 0
3.354101966249685 0 -1.118033988749895
