# Created from matlab git hash 44e5d814ece930399b58c9298dbb19a28bd9b520
# name: foo
# type: matrix
# rows: 40
# columns: 40
1 -6.602198145518257e-33 7.125112862655942e-33 -4.361333073972978e-33 -1.19803672476503e-32 1.109418409796548e-32 -1.296256787009588e-33 -1.660454152332787e-33 8.259912484036414e-33 7.606159541231619e-34 -1.710324800482265e-33 4.290664079854935e-34 2.260388143856826e-33 2.586891506548506e-33 2.82971007837239e-33 1.371163110469831e-33 6.592042229611971e-33 2.260388144051213e-33 -3.576084315510267e-33 2.829710078350661e-33 3.849972127661244e-33 3.972887015798806e-34 6.349633666471827e-46 2.211049607856666e-33 -1.014946149133135e-32 3.84997212762185e-33 3.972887014809358e-34 -1.847414967615726e-46 2.211049607847691e-33 -3.986485669303872e-33 -8.47597951644136e-33 -5.765687120976638e-33 8.210733189403218e-48 6.703056523972523e-34 -3.986485669296943e-33 3.849972127634422e-33 1.27232403454936e-32 -1.751623080406021e-46 6.703056523415566e-34 -1.014946149133468e-32
1.046292854465908e-32 1 -3.503246160812042e-46 1.058091593244652e-30 -8.382818581547587e-33 1.022365669375747e-32 1.989985337155716e-33 -2.674281563109651e-32 7.688815712216618e-34 1.789948020434356e-31 1.742768598451657e-32 1.340307371522404e-32 -1.129420216040928e-31 6.534575089251381e-33 -4.913645490624618e-31 3.381594247248754e-33 2.630928909249298e-33 6.469429934117266e-32 -4.066483021616774e-33 5.419748989543234e-32 6.142532925593745e-34 7.455345735978128e-45 6.91246305042129e-32 1.313009830012241e-32 -1.111998905191456e-32 -6.095918040020617e-34 -2.732481346470477e-33 -5.952940554632683e-34 1.709272417820599e-33 -8.961879991096637e-32 2.303268356699844e-34 -2.058157119477075e-45 2.589261505664081e-32 1.308089725137355e-34 5.010259038358725e-32 -1.296625217963441e-33 -4.997016147518357e-34 7.17922366124269e-32 -7.257282324493916e-34 -6.707536547688549e-32
8.240508903493663e-33 -9.762928568080154e-33 1 1.197784400555673e-32 6.103635278073436e-31 4.038616516659752e-33 1.334341935594792e-31 2.62068947606527e-32 2.273039192324141e-30 1.25804697246275e-32 5.145278747432675e-33 -5.140765699065245e-34 -2.295066402364066e-31 3.440403296795641e-31 5.639249912882989e-31 2.767210167548189e-35 -4.455279721003038e-32 4.341468667596712e-31 1.196293427504049e-30 -8.17775087475312e-31 3.529151344953115e-33 -7.227057433705662e-33 6.623718770677665e-32 -1.405528248068225e-31 3.343629753532829e-31 1.221067309101822e-33 -2.762167017838718e-33 -9.138921276833426e-32 -1.032093634182771e-31 1.65004122973705e-31 5.547616978511121e-34 -5.576855717533953e-33 2.270991358795347e-32 -9.673878318474106e-32 -1.080293403588815e-31 -1.048737261562941e-32 1.682003708446011e-32 2.3413200016423e-32 2.389035742392655e-31 1.692683853119405e-31
2.278521605089381e-33 -9.470201272700266e-33 4.212385699167398e-33 1 1.616807378158716e-33 2.771062634817265e-31 1.529257036109871e-32 6.2990795957363e-30 -7.198454898113354e-32 3.757429523549629e-32 2.07275454321266e-32 -3.495149119694352e-34 8.480378655753691e-31 1.983880483296113e-30 -4.425650651989756e-31 6.373866582754342e-32 2.420824186802017e-32 -5.801983475306885e-31 5.129085103111165e-30 -7.254559340251794e-32 5.982249119248624e-33 9.620183063938453e-33 8.729583271972115e-31 -1.135601618117429e-31 -3.188888594563344e-31 -6.264464208008447e-33 5.560398877687382e-33 2.909394211177858e-32 1.559725043121627e-31 1.657135145103299e-31 1.890048798461504e-32 -1.9985552117082e-33 4.228137306687057e-32 1.942622042488298e-31 -2.269808501595395e-32 4.116826386828857e-34 -3.025222862474372e-32 2.190846319219798e-31 9.388689220410224e-31 -6.501636312055084e-31
2.342845589362745e-33 -1.376666264756608e-45 -4.951663019872266e-30 2.994956471621522e-32 1 1.162245207555975e-32 2.682325950236505e-29 6.726232628759121e-44 1.100761833629603e-29 1.379168671810514e-32 -2.540478042340782e-31 3.440984006000979e-31 -4.41868630400088e-30 -1.043423085261955e-30 -1.337733352680871e-31 2.003168029683468e-31 -9.599513066537396e-31 4.681443033780717e-30 1.126114446710467e-32 1.164877247891695e-31 -1.484584334944938e-32 -2.08247851506044e-31 -9.881311540991002e-31 2.000844872008168e-30 -2.37240849402597e-31 -1.096296414997487e-32 9.278989807027918e-32 2.359450568726474e-32 -4.576737977453587e-32 -6.98217660284394e-31 1.295548174437021e-33 -3.643138595361794e-32 1.182093676750077e-31 1.064871498712917e-30 1.282579226847884e-32 -7.298998554287779e-32 -2.532203777535993e-31 -8.704917174558595e-31 3.027517643300588e-30 -1.985241964013043e-31
-1.884934400512683e-32 -1.185539477964287e-31 -5.385492368089823e-32 5.681021399294602e-31 -1.849930424401606e-33 1 4.049866142795596e-33 4.279064633601959e-31 2.679937298170805e-32 1.785707739551836e-30 -1.752538760953574e-33 8.255444317475495e-30 2.723773890031364e-43 9.122568509490765e-30 1.075373066917021e-32 1.752538760936495e-33 -8.255444317477102e-30 -4.139085338999428e-43 -9.122568509490041e-30 -1.075373066931577e-32 3.157758925515388e-31 2.843091014864344e-30 3.873185893493912e-30 -2.984089971434757e-30 -2.255055297419393e-32 -4.984991607108806e-31 1.496303609047122e-31 -5.301433189352794e-30 8.867542225666553e-31 -2.196393162195898e-31 7.865456005903641e-32 3.123526060188957e-31 -3.873185893493884e-30 -1.71353649449267e-31 -7.605706017843749e-32 -9.314651820487196e-32 -1.496303609047933e-31 -7.320341294182918e-30 -8.867542225666355e-31 2.196393162195533e-31
1.694439273088977e-32 -2.202132483456559e-32 -3.961456618142924e-31 -3.917604891052801e-32 -8.111026473631968e-30 1.177245203631208e-32 1 8.069382713066135e-34 -4.980347354467466e-29 -4.515502184831077e-33 -9.808258092103706e-32 -4.749376838417449e-30 3.782780119253164e-30 8.419977482481964e-30 -4.130248324243715e-33 -9.017349428520709e-32 3.013489623081094e-29 -2.280529237423645e-30 8.510939991490901e-30 -2.627434620609035e-45 2.67773910396306e-31 -1.469140011147974e-30 -3.668530785366757e-30 -4.319577835194917e-30 -3.029817558414312e-31 2.694773839967373e-31 -1.505749131951838e-30 2.754250200272404e-30 -3.156279062026819e-30 1.01852972069186e-31 -7.445880421666703e-32 -1.513355149301949e-30 -2.404527532571015e-30 2.133700538998502e-31 2.8276551268706e-32 2.334392172501541e-31 -9.996569648911163e-31 1.189502107579696e-30 -1.718382145905016e-30 1.108001169698563e-31
8.758115402030098e-47 7.685317692979837e-31 4.433611145572108e-33 5.142402086515854e-29 -1.904014288401345e-43 5.565678141540694e-32 -4.093460300075392e-32 1 -4.775020942017944e-33 -1.89748781649912e-29 2.719626353401012e-31 -1.087032602842435e-32 -4.686621957580748e-30 -1.324668142325852e-30 -5.6812910906672e-32 -6.539128239835638e-31 1.68239306709586e-32 5.116580256950508e-31 -3.671274452413428e-31 -1.411592940519709e-31 2.28955270568318e-32 -6.58276450894828e-32 -1.243879648843705e-30 5.53983613432875e-30 2.266894940969026e-31 -8.003895182925493e-32 -2.178986599117361e-31 -2.704971254814479e-30 1.46529067464827e-30 6.674468307461702e-31 -7.592237258832596e-32 3.190568668772663e-33 -2.728399481237938e-30 5.226367429420207e-30 1.2334859722747e-31 4.389916010964971e-32 -5.200196931247659e-32 -1.28204676514114e-30 3.920900598448622e-31 2.86725316030264e-31
1.742351168582211e-32 8.898368960239565e-33 1.23214585451908e-29 -2.547723390873241e-32 2.680386049746007e-29 -4.734970428566106e-32 -1.345222461852266e-28 1.918625273464291e-33 1 -3.277520626335773e-32 -2.785445867120073e-31 -9.764204204884798e-32 -1.283286044830509e-29 -1.718626060509737e-30 6.61229498603639e-33 -4.815513098186489e-31 -4.51603356765154e-30 1.174584202749993e-30 2.634540199278315e-30 -5.856622209468694e-32 -5.100036931715209e-32 4.63693271902072e-31 2.622567357305584e-30 9.756200895910484e-31 9.420473055200839e-33 2.880967985649676e-32 1.785918601673855e-32 1.849401306994483e-31 -6.885126189783159e-32 -8.103316607200401e-31 -1.685775027719154e-32 2.719955359008344e-31 -1.213610447413114e-31 -3.281755603226233e-30 1.770701230677111e-31 -1.119726807137155e-31 -4.566318245128241e-31 -1.010608311853304e-30 5.505389622429596e-31 1.260865330243523e-32
2.303821007106839e-32 -7.70955293102552e-31 1.01806758856362e-31 -1.202722683377726e-31 2.184567867177068e-32 -1.260477200926313e-30 8.62017727455099e-33 -3.162819071746469e-30 -9.126592180177873e-33 1 -1.012004754632033e-31 -1.400925647574934e-31 -1.276699037310577e-30 -1.594102639401866e-31 -1.61401785875041e-31 7.613206948757151e-32 2.589928073124489e-31 -7.364429773867085e-31 -8.250745732851334e-31 -8.830708591057166e-32 -9.141542273273486e-33 -3.102710926556987e-33 -1.974817076443237e-31 -1.088031822999548e-30 -4.15543348654004e-31 1.449449483344796e-32 4.614289596696846e-33 -4.057513648316408e-32 3.931024458155556e-31 -2.247334901041462e-31 2.22579692647621e-33 -2.673109720311745e-33 6.257062624065345e-32 3.715959565272369e-31 -3.883314210366974e-31 -3.778945376639509e-33 8.548273042533373e-33 -4.084886670222744e-31 -5.334387894339074e-32 -1.249128935653264e-31
