# Created from matlab git hash 44e5d814ece930399b58c9298dbb19a28bd9b520
# name: foo
# type: matrix
# rows: 12
# columns: 12
-59.73333333333363 -2.956033378251405 3.816222681598816 0 0 0 0 0 0 0 0 0
36.95041722813646 -63.99999999999936 -76.0137531415632 0 0 0 0 0 0 0 0 0
-13.35677938559919 23.13462052134486 -29.86666666666801 0 0 0 0 0 0 0 0 0
9.691122278056993 16.78551616795735 21.67000819199806 -23.88475711892802 -15.87939538366928 -22.11107915519802 0 0 0 0 0 0
-15.52288884558886 -26.8864321608041 -34.71023466590992 18.33285357282064 -41.48743718592972 -42.24462531667602 0 0 0 0 0 0
14.36357180159871 24.87843613853261 32.11792294807385 -14.83340826239876 27.31977800259389 -45.77554438861017 0 0 0 0 0 0
0 0 0 10.11776032676089 17.52447494475454 22.62399987068783 -18.42163493877291 -16.97906303384668 -22.72095721921501 0 0 0
0 0 0 -16.92940173058715 -29.32258393912143 -37.85529308799546 17.89837209411506 -37.71411344241578 -40.61481153450811 0 0 0
0 0 0 17.66052588330956 30.58892811827739 39.4901363934747 -17.75957083025006 31.4466825199462 -47.68457205838294 0 0 0
0 0 0 0 0 0 10.19469672720824 17.65773269928082 22.79603489203225 -16.0864208877241 -17.32610978638917 -22.83150724309006
0 0 0 0 0 0 -17.32005796566756 -29.99922038657427 -38.72882698546938 17.80863007122347 -35.92284235646088 -40.15749876005572
0 0 0 0 0 0 19.11163922254651 33.10233014937673 42.73492446306523 -19.14749254157515 33.53702854061895 -48.58736793845101
