# Created from matlab git hash 44e5d814ece930399b58c9298dbb19a28bd9b520
# name: foo
# type: matrix
# rows: 20
# columns: 20
-12800.00000000018 5.456968210637569e-12 -28594.83729626758 7.275957614183426e-12 -38279.99999999997 -1.855369191616774e-10 -33643.37367148709 -1.973603502847254e-10 22059.39908519914 -1.691660145297647e-10 26813.48914259365 -23632.30805485692 -20074.13858674759 15519.96701027551 8994.398256692886 -26813.48914259394 -23632.30805485716 20074.13858674681 15519.96701027566 -8994.398256693301
9.094947017729282e-13 -38388.00000000065 3.637978807091713e-12 -58546.98707875636 7.275957614183426e-12 -66095.05881682766 7.275957614183426e-12 49372.79169744896 0 -22100.9683045788 -46442.32552316892 40932.35825113136 34769.42795042634 -26881.37139359 -15578.75476410097 -46442.32552316939 -40932.35825113134 34769.42795042589 26881.37139359 -15578.75476410137
-28594.83729626729 2.182787284255028e-11 -63939.99999999967 3.274180926382542e-11 -85596.68217869062 2.582964953035116e-10 -75228.87052187069 1.873559085652232e-10 49326.3158973012 2.064552973024547e-10 59956.7844367903 -52843.44727587553 -44887.13846971851 34703.70124352997 20112.08591867015 -59956.78443679045 -52843.44727587519 44887.13846971882 34703.70124352977 -20112.08591867013
1.818989403545856e-12 -58546.98707875919 7.275957614183426e-12 -89432.00000000448 2.182787284255028e-11 -100961.8700302126 6.912159733474255e-11 75418.18507496732 1.818989403545856e-11 -33759.78672917186 -70941.82405324516 62525.21001961304 53111.17848439302 -41061.97306511104 -23796.94097988484 -70941.82405324471 -62525.21001961284 53111.17848439366 41061.97306511099 -23796.94097988432
-38280.00000000513 3.637978807091713e-12 -85596.68217870305 7.275957614183426e-12 -114840.0000000137 -3.383320290595293e-10 -100930.1210144735 -3.456079866737127e-10 66178.19725560531 -3.03771230392158e-10 80440.46742778031 -70896.92416457957 -60222.4157602599 46559.90103083221 26983.19477007283 -80440.46742777935 -70896.92416457985 60222.41576026 46559.90103083256 -26983.19477007224
7.275957614183426e-12 -66095.05881683754 1.455191522836685e-11 -100961.8700302378 2.546585164964199e-11 -344160.0000000415 -761.9763775867395 -142929.4651218225 -332.5537550532645 -242320.000000033 80440.46742779232 212690.7724937403 -60222.41576024875 -139679.7030924977 26983.19477008324 82476.93495760861 -214576.5678166742 -61209.04639022249 140620.3071537265 27322.60602505184
-33643.37367150225 -3.637978807091713e-12 -75228.8705219054 -1.091393642127514e-11 -100930.1210145053 -761.9763775874053 -89851.9999999849 -757.2582122375752 57905.42648147471 -677.3123356332508 70941.82405324583 -62525.2100196285 -53111.17848438384 41061.97306512085 23796.94097988814 -69864.22672585509 -63475.56153354397 52307.98485890908 41684.1241721687 -23437.74187075859
7.275957614183426e-12 49372.79169745541 1.091393642127514e-11 75418.18507495846 1.818989403545856e-11 -142929.465121791 -757.2582122368221 -290895.5555555744 -330.4945788763835 -174668.7108984221 219841.5429348929 88072.41212646323 -164586.1743889976 -57839.50207255279 73744.31503511165 221865.4006374008 -89946.53058589954 -165566.695792243 58774.28190402818 74081.62465219629
22059.39908520735 -3.637978807091713e-12 49326.3158973201 -3.637978807091713e-12 66178.19725562108 -332.5537550537119 57905.42648147033 -330.49457887686 -38568.00000002024 -295.6033378255215 -46442.32552316901 40932.35825115044 34769.42795046033 -26881.37139360235 -15578.7547640902 46912.62755378448 40517.59084645158 -35119.97038726369 -26609.84238962642 15735.52210762892
-1.364242052659392e-12 -22100.96830458146 -4.547473508864641e-12 -33759.78672918772 -1.818989403545856e-12 -242319.9999999902 -677.3123356325505 -174668.7108984103 -295.6033378250577 -194724.4444444365 116191.7862845636 149671.2843474225 -86987.93387589435 -98293.12439840849 38975.72577900118 118001.9796444012 -151347.5468566967 -87864.93888031405 99129.21689727847 39277.4246723076
26813.48914259751 -46442.32552317526 59956.78443680061 -70941.82405324289 80440.46742779139 80440.46742779092 70941.82405322092 219841.5429349349 -46442.325523179 116191.7862845884 -685440.0000000822 -3047.905510347009 -285501.1593672449 -1330.215020213065 -482880.0000000655 -113760.0000000133 100326.889715551 84791.69770679521 -65679.3666230255 -37920.00000000544
-23632.30805486763 40932.35825115001 -52843.4472758996 62525.21001964781 -70896.92416460183 212690.7724938046 -62525.21001962842 88072.41212650943 40932.35825115292 149671.2843474944 -3047.905510348057 -180207.9999999702 -3029.032848948831 114307.7681350035 -2709.249342531635 -100263.3916841164 88423.99999998475 74731.91982011787 -57887.09617869478 -33421.13056137303
-20074.13858675032 34769.42795043011 -44887.13846972476 53111.17848438614 -60222.41576025001 -60222.41576024978 -53111.17848437009 -164586.1743889918 34769.42795043268 -86987.93387591711 -285501.159367182 -3029.032848947434 -580471.1111111491 -1321.978315505487 -348854.4311137041 85167.35712701661 -75110.54892621431 -63479.99999999838 49171.39656345651 28389.11904233962
15519.96701028133 -26881.37139360014 34703.70124354308 -41061.97306513069 46559.90103084332 -139679.7030925293 41061.97306511799 -57839.50207257834 -26881.37139360206 -98293.12439844801 -1330.215020213429 114307.7681349952 -1321.978315505923 -77472.00000004011 -1182.413351300806 65845.64350056741 -58070.39920648855 -49078.44496315807 38016.00000002018 21948.54783352305
8994.398256693874 -15578.75476410278 20112.08591867329 -23796.94097988478 26983.19477008128 26983.19477008109 23796.94097987729 73744.31503513468 -15578.75476410412 38975.7257790066 -482879.9999999803 -2709.249342530198 -348854.4311136805 -1182.413351300269 -389208.8888888729 -38160.00000000351 33653.95667673461 28442.78467379768 -22031.68627228015 -12720.00000000151
-26813.4891425975 -46442.32552317522 -59956.78443680059 -70941.82405324286 -80440.46742779137 82476.93495760944 -69864.22672582977 221865.4006374439 46912.6275537934 118001.979644427 -113760.000000014 -100263.3916840859 85167.35712701568 65845.6435005526 -38160.00000000571 -688320.0000000831 -444.4862202592267 -283730.1935290645 -2826.706917953219 -483600.0000000659
-23632.30805486762 -40932.35825115001 -52843.44727589958 -62525.21001964779 -70896.92416460181 -214576.5678167397 -63475.56153354331 -89946.53058594686 40517.59084645477 -151347.5468567701 100326.8897155825 88423.99999998511 -75110.54892623663 -58070.39920649341 33653.95667674692 -444.4862202596487 -182559.9999999704 -4638.206549952389 115664.210540711 -2053.103017387342
20074.13858675032 34769.42795043011 44887.13846972476 53111.17848438612 60222.41576024999 -61209.04639022292 52307.98485889727 -165566.6957922378 -35119.970387236 -87864.93888033771 84791.69770679704 74731.91982009629 -63479.99999999866 -49078.44496314778 28442.78467379976 -283730.1935290017 -4638.206549950526 -581511.1111111494 -423.4461791850626 -348442.9946058439
15519.96701028131 26881.37139360011 34703.70124354304 41061.97306513065 46559.90103084325 140620.307153759 41684.12417216541 58774.28190405493 -26609.84238962628 99129.2168973189 -65679.36662304118 -57887.0961786906 49171.39656346739 38016.00000002045 -22031.68627228654 -2826.706917953939 115664.2105407028 -423.4461791852118 -78240.0000000407 -1542.679919275417
-8994.398256693858 -15578.75476410275 -20112.08591867326 -23796.94097988474 -26983.19477008125 27322.60602505097 -23437.74187074688 74081.62465221957 15735.52210764223 39277.42467231312 -37920.00000000366 -33421.1305613611 28389.11904233779 21948.54783351695 -12720.00000000156 -483599.9999999806 -2053.103017386096 -348442.9946058205 -1542.67991927476 -389368.8888888729
